nodenumber     x-coordinate     y-coordinate     z-coordinate       wall-shear     x-wall-shear     y-wall-shear     z-wall-shear 
     14551 -2.304687037E-02 -1.119361931E-02  6.468199465E-02  2.277781549E-01 -2.282129248E-04  3.709706016E-02  2.246775600E-01 
     14552 -6.902156681E-03 -3.410509033E-03  6.468238375E-02  4.701091352E-01 -3.289454427E-01 -1.255373990E-01  3.107055394E-01 
     14553 -1.046459820E-02 -1.922546287E-02  6.468295595E-02  2.389383202E-01 -1.547987151E-01 -2.830788143E-02 -1.793628216E-01 
     14554 -8.217781457E-03 -3.313381352E-03  6.468386385E-02  1.483496242E-01 -1.380349791E-01 -4.284092969E-02  2.885304646E-02 
     14555 -1.453221485E-02 -5.236387025E-03  6.468485567E-02  6.575737912E-02  6.256814171E-02  1.875098410E-02  7.459330450E-03 
     14556 -1.958969781E-02 -1.860151189E-02  6.468554995E-02  2.168587223E-01  8.347347679E-02  5.340037950E-02  1.924887472E-01 
     14557 -1.545503499E-02 -1.711835561E-02  6.468597719E-02  4.981094743E-01 -4.923735624E-01  6.880885409E-02  1.170215992E-02 
     14558 -2.086163048E-02 -1.106554275E-02  6.468600008E-02  3.011067216E-01 -4.567497753E-02 -6.178839654E-02  2.866152854E-01 
     14559 -1.413496371E-02 -1.827340785E-02  6.469245455E-02  2.835830846E-01 -2.127561951E-01  7.634054370E-02 -1.690119088E-01 
     14560 -9.301831687E-03 -3.807953539E-03  6.469300387E-02  8.569346257E-02 -7.806143556E-02 -3.394396113E-02 -8.254573807E-03 
     14561 -2.259597504E-02 -1.622477799E-02  6.469498751E-02  2.817526110E-01 -9.365362940E-02 -7.018992888E-02  2.561216215E-01 
     14562 -3.193781528E-03 -1.204168854E-02  6.469855044E-02  1.057738852E-01 -8.665811977E-03 -1.040749878E-01  1.649631826E-02 
     14563 -1.943587014E-02 -1.032949306E-02  6.470090792E-02  2.572432695E-01 -8.079660666E-02 -1.931233408E-01  1.472009654E-01 
     14564 -5.413783331E-03 -4.295049871E-03  6.470254824E-02  9.174801664E-01 -3.397292456E-01 -4.606982181E-01  7.149665493E-01 
     14565 -6.431405373E-03 -1.759288871E-02  6.470308230E-02  1.628600007E-01 -1.309233148E-01 -9.549841685E-02 -1.373817296E-02 
     14566 -2.160157116E-02 -1.090780024E-02  6.470588228E-02  2.694720094E-01  5.342863010E-02 -4.395386966E-02  2.589912909E-01 
     14567 -1.163985689E-02 -4.240865909E-03  6.470619509E-02  1.591709059E-02 -1.144657140E-02 -7.291919674E-03  8.088116767E-03 
     14568 -3.410529404E-03 -8.970111411E-03  6.470793599E-02  2.178622566E-01  2.852863791E-02 -1.712035493E-01  1.314739458E-01 
     14569 -2.329443661E-02 -1.151721246E-02  6.471599123E-02  2.615940438E-01 -1.220408947E-02  4.464135871E-02  2.573904854E-01 
     14570 -1.897448439E-02 -7.649646646E-03  6.471980593E-02  5.997101473E-02  3.299284279E-02  3.017039070E-02  3.968231179E-02 
     14571 -2.267471803E-02 -1.096116023E-02  6.471995852E-02  2.185638194E-01  2.094726718E-02  1.481424590E-02  2.163038941E-01 
     14572 -2.079573349E-02 -1.766795624E-02  6.472114870E-02  4.000125428E-01  5.273214705E-02  4.579117729E-02  3.924336582E-01 
     14573 -1.311207261E-02 -4.728852497E-03  6.472201845E-02  2.047034513E-02  1.856176410E-02  3.571101416E-03  7.376332266E-03 
     14574 -1.837009326E-02 -1.841262142E-02  6.472344515E-02  2.566507992E-01  9.241063936E-02  1.335744966E-01  1.980972131E-01 
     14575 -1.629777986E-02 -1.724954878E-02  6.472405550E-02  1.510681482E-01 -7.179290260E-02  6.069291899E-02  1.092377782E-01 
     14576 -1.928082558E-02 -1.001495027E-02  6.472503207E-02  1.521529836E-01 -1.893143542E-02 -9.975512913E-02  1.072699551E-01 
     14577 -1.117328315E-02 -1.912894912E-02  6.472633669E-02  2.890226883E-01 -2.059659780E-01 -2.258347389E-02 -2.010422641E-01 
     14578 -1.880161756E-02 -1.857723134E-02  6.472648928E-02  2.299540549E-01  9.153823172E-02  9.804228574E-02  1.862582053E-01 
     14579 -1.602424507E-02 -5.588058737E-03  6.473077700E-02  8.515781284E-02  8.309933687E-02  1.330023592E-03  1.839154339E-02 
     14580 -7.350350252E-03 -3.344614665E-03  6.473639986E-02  3.188633150E-01 -2.488385592E-01 -8.160871357E-02  1.808136754E-01 
     14581 -2.345291058E-02 -1.203054771E-02  6.473672793E-02  3.441247923E-01 -3.092197727E-02  3.289254271E-02  3.406049589E-01 
     14582 -7.767756831E-03 -3.310965218E-03  6.474239657E-02  2.154476855E-01 -1.863515810E-01 -5.744025817E-02  8.913505304E-02 
     14583 -3.957518766E-03 -1.486738371E-02  6.474625704E-02  9.448366247E-02 -4.350641312E-02 -8.371494003E-02  3.451349865E-03 
     14584 -7.892885106E-03 -1.852569668E-02  6.475067446E-02  1.699172506E-01 -1.263007045E-01 -6.764668898E-02 -9.088241089E-02 
     14585 -1.981614779E-02 -1.089379839E-02  6.475105593E-02  5.229134228E-01 -3.349203923E-01 -3.551567256E-01  1.793412063E-01 
     14586 -3.899100489E-03 -7.528781772E-03  6.475160525E-02  7.074265928E-01  2.485151052E-02 -5.887601164E-01  3.902570847E-01 
     14587 -2.014083767E-02 -1.109475379E-02  6.475554202E-02  5.049158034E-01 -3.853956783E-01 -2.122615625E-01  2.396907679E-01 
     14588 -2.351926915E-02 -1.253724444E-02  6.475577853E-02  3.927852013E-01 -4.235031902E-02 -3.209413826E-02  3.872814621E-01 
     14589 -1.120839363E-02 -4.177910050E-03  6.476036379E-02  2.060309605E-02 -1.731788357E-02 -7.473338837E-03  8.178707314E-03 
     14590 -3.207358036E-03 -1.002879476E-02  6.477028964E-02  1.291454060E-01  7.982130061E-03 -1.131743144E-01  6.137884135E-02 
     14591 -1.497465205E-02 -1.720321165E-02  6.477067874E-02  7.208856165E-01 -6.607891645E-01  2.341404127E-01 -1.461054650E-01 
     14592 -2.334901921E-02 -1.470940564E-02  6.477748416E-02  3.092892743E-01 -3.875474430E-02 -1.285654012E-01  2.783274316E-01 
     14593 -6.966917846E-03 -1.797109689E-02  6.477885745E-02  1.644611801E-01 -1.339188728E-01 -8.384965756E-02 -4.477174199E-02 
     14594 -1.954253862E-02 -1.053214886E-02  6.478029940E-02  3.445415195E-01 -1.462753256E-01 -2.678912213E-01  1.576061142E-01 
     14595 -1.749758613E-02 -5.991324709E-03  6.478177951E-02  5.372840057E-02  4.558631714E-02  1.249019918E-02  2.521181120E-02 
     14596 -8.527124810E-03 -1.885636419E-02  6.478224490E-02  1.654767076E-01 -1.063557190E-01 -5.529927786E-02 -1.138036042E-01 
     14597 -3.292850174E-03 -1.284347309E-02  6.478311465E-02  9.901075914E-02 -1.674086240E-02 -9.679298662E-02  1.192784983E-02 
     14598 -3.173847349E-03 -1.045406391E-02  6.478503726E-02  1.244667486E-01  2.686856109E-03 -1.139418826E-01  4.969535803E-02 
     14599 -4.372255533E-03 -6.152174288E-03  6.478547976E-02  9.662369162E-01 -8.917385775E-02 -7.857943530E-01  5.545033701E-01 
     14600 -4.826005688E-03 -5.183371790E-03  6.478626559E-02  9.570843049E-01 -1.749845018E-01 -6.749442490E-01  6.539784903E-01 
     14601 -1.414479227E-02 -5.132263427E-03  6.478892062E-02  5.035797195E-02  4.760605113E-02  1.555962321E-02  5.168864958E-03 
     14602 -2.319246402E-02 -1.132659489E-02  6.479034732E-02  2.383592325E-01 -3.143646208E-03  3.428638624E-02  2.355891332E-01 
     14603 -2.208280859E-02 -1.088282160E-02  6.479191134E-02  2.596400659E-01  5.203165567E-02 -3.029918288E-02  2.513328307E-01 
     14604 -1.079805998E-02 -4.161514957E-03  6.479514621E-02  2.597909543E-02 -2.320700047E-02 -7.366426564E-03  8.953282043E-03 
     14605 -3.471546100E-03 -1.363153141E-02  6.479671023E-02  9.214414761E-02 -2.610188299E-02 -8.815824711E-02  5.324749238E-03 
     14606 -1.561530378E-02 -5.569162156E-03  6.480089114E-02  8.985111907E-02  8.801839237E-02  8.092155878E-03  1.560232383E-02 
     14607 -2.290647043E-02 -1.107011562E-02  6.480156253E-02  2.179940459E-01  1.149075563E-02  2.167159949E-02  2.161762274E-01 
     14608 -4.318141666E-03 -1.545916726E-02  6.480369113E-02  1.077592295E-01 -6.159334964E-02 -8.773111631E-02  1.017002345E-02 
     14609 -2.298578753E-02 -1.567967489E-02  6.480608676E-02  2.602091811E-01 -6.335059871E-02 -7.655231927E-02  2.401561905E-01 
     14610 -1.672297176E-02 -1.738728034E-02  6.480804751E-02  1.789160697E-01 -7.098753619E-03  1.087000736E-01  1.413325885E-01 
     14611 -1.901674552E-02 -8.054001237E-03  6.480955050E-02  6.200537674E-02  3.192894066E-02  3.230508963E-02  4.202295747E-02 
     14612 -1.272504772E-02 -4.628311377E-03  6.480998538E-02  1.228536442E-02  7.762146417E-03 -1.405301034E-03  8.369710956E-03 
     14613 -1.036919834E-02 -4.163189132E-03  6.481534884E-02  3.450446370E-02 -3.197485470E-02 -8.184012893E-03  9.819799764E-03 
     14614 -2.055553343E-02 -1.117016464E-02  6.481611941E-02  3.742687600E-01 -1.616867276E-01 -1.044895339E-01  3.145737081E-01 
     14615 -8.882800524E-03 -3.676250632E-03  6.481777499E-02  1.159174434E-01 -1.045682839E-01 -4.863744019E-02 -1.010402922E-02 
     14616 -9.678531013E-03 -1.919573851E-02  6.482053025E-02  1.944081659E-01 -1.086186701E-01 -3.634708625E-02 -1.565906421E-01 
     14617 -3.320357480E-03 -9.392833202E-03  6.483038638E-02  1.578292866E-01  1.715249979E-02 -1.264598922E-01  9.260190581E-02 
     14618 -1.445276234E-02 -1.765562523E-02  6.483176730E-02  5.660021815E-01 -4.291541531E-01  2.394398814E-01 -2.771119041E-01 
     14619 -1.083220438E-02 -1.915140243E-02  6.483312533E-02  2.802502663E-01 -1.853482741E-01 -2.469786002E-02 -2.083303352E-01 
     14620 -9.951189514E-03 -4.167078693E-03  6.483517764E-02  5.053837852E-02 -4.730346539E-02 -1.441007245E-02  9.100705903E-03 
     14621 -1.374357575E-02 -1.847818844E-02  6.483720706E-02  2.403712411E-01 -1.940955563E-01  1.218233485E-02 -1.398140381E-01 
     14622 -1.922575660E-02 -1.858806126E-02  6.483829043E-02  2.172361431E-01  8.422438985E-02  7.573485236E-02  1.850504144E-01 
     14623 -1.855519001E-02 -7.020668840E-03  6.483834384E-02  5.874568306E-02  4.012529881E-02  2.452630738E-02  3.499942977E-02 
     14624 -1.904319091E-02 -8.453894063E-03  6.483948825E-02  6.573528209E-02  3.075729453E-02  3.607910718E-02  4.528911981E-02 
     14625 -1.563127401E-02 -1.698778233E-02  6.483978579E-02  3.479208278E-01 -3.398301318E-01  4.117110684E-02  4.771355464E-02 
     14626 -1.273606552E-02 -1.882267469E-02  6.484276889E-02  2.879152505E-01 -2.224471074E-01 -2.763430132E-02 -1.802481647E-01 
     14627 -1.991338062E-02 -1.838563816E-02  6.484397433E-02  2.477628568E-01  8.533405058E-02  5.814293277E-02  2.246171883E-01 
     14628 -2.242435943E-02 -1.653323252E-02  6.484498904E-02  2.896418029E-01 -9.453660414E-02 -6.550530447E-02  2.656323714E-01 
     14629 -3.809122028E-03 -7.896480459E-03  6.484923099E-02  5.297477974E-01  4.591805616E-02 -4.285529784E-01  3.074428398E-01 
     14630 -1.995136165E-02 -1.103371768E-02  6.485004733E-02  5.320095389E-01 -3.863712485E-01 -3.138828877E-01  1.724480856E-01 
     14631 -2.132396799E-02 -1.729313551E-02  6.485264895E-02  4.215263507E-01 -5.645150470E-02  2.497669318E-02  4.160950853E-01 
     14632 -1.423354121E-02 -1.796248331E-02  6.485313724E-02  3.833165569E-01 -2.851253288E-01  1.322989884E-01 -2.175879678E-01 
     14633 -1.968763445E-02 -1.075900606E-02  6.485424350E-02  4.311570801E-01 -2.357949818E-01 -3.301409313E-01  1.413280927E-01 
     14634 -4.737344967E-03 -1.600152092E-02  6.485528110E-02  1.273213923E-01 -8.181072765E-02 -9.579458189E-02  1.815214718E-02 
     14635 -2.185726460E-02 -1.696627697E-02  6.485648654E-02  3.664638229E-01 -1.062203372E-01 -3.460785102E-02  3.481000221E-01 
     14636 -5.780579365E-03 -4.129682260E-03  6.485851596E-02  8.195557518E-01 -3.806120692E-01 -3.521224661E-01  6.329744070E-01 
     14637 -1.527674366E-02 -1.700937543E-02  6.486103366E-02  5.661404694E-01 -5.514795244E-01  1.122753870E-01 -3.391681610E-02 
     14638 -2.339091412E-02 -1.173667487E-02  6.486320804E-02  3.141492474E-01 -1.212030716E-02  3.563400098E-02  3.116270400E-01 
     14639 -4.286972250E-03 -6.524559331E-03  6.486550448E-02  9.403516904E-01 -7.015931442E-02 -7.780055315E-01  5.229650946E-01 
     14640 -5.266999972E-03 -4.655110103E-03  6.486560367E-02  9.114090999E-01 -2.849855235E-01 -5.305951710E-01  6.822708120E-01 
     14641 -1.326798597E-02 -1.867253392E-02  6.486887668E-02  2.619631481E-01 -2.100387471E-01 -1.979807530E-02 -1.547043960E-01 
     14642 -6.376081293E-03 -3.755004823E-03  6.487060855E-02  6.240030872E-01 -3.819900016E-01 -1.983726045E-01  4.509237108E-01 
     14643 -1.519046760E-02 -5.510050082E-03  6.487294314E-02  8.265728688E-02  8.020289894E-02  1.599493998E-02  1.138437698E-02 
     14644 -1.902402777E-02 -8.869938318E-03  6.487351535E-02  6.700302367E-02  2.989053233E-02  3.593898394E-02  4.754523401E-02 
     14645 -1.805021753E-02 -6.474609683E-03  6.487690280E-02  5.653368014E-02  4.329209584E-02  1.954140064E-02  3.050259885E-02 
     14646 -5.188828715E-03 -1.649681170E-02  6.487744449E-02  1.453117016E-01 -1.012758113E-01 -1.019937493E-01  2.118352020E-02 
     14647 -5.670983584E-03 -1.696524510E-02  6.488399814E-02  1.534771863E-01 -1.123785794E-01 -1.033801349E-01  1.463902898E-02 
     14648 -2.030643560E-02 -1.119357448E-02  6.488544009E-02  4.582414350E-01 -3.035021717E-01 -1.831642601E-01  2.780626944E-01 
     14649 -1.711234746E-02 -5.872475426E-03  6.488721011E-02  5.702519974E-02  5.196289125E-02  5.716193634E-03  2.252387157E-02 
     14650 -9.515602564E-03 -4.114732461E-03  6.488763736E-02  8.226262020E-02 -7.496415279E-02 -3.255529746E-02  4.098656583E-03 
     14651 -1.232257043E-02 -4.545599677E-03  6.489022372E-02  1.178272507E-02 -2.167454593E-03 -5.874883503E-03  9.154540841E-03 
     14652 -1.765468872E-02 -1.790687455E-02  6.489386295E-02  2.706441585E-01  5.582775565E-02  1.674563123E-01  2.047995212E-01 
     14653 -2.048182585E-02 -1.788389291E-02  6.489396213E-02  3.661438904E-01  8.162745897E-02  6.606135822E-02  3.497895421E-01 
     14654 -1.376080578E-02 -5.030060053E-03  6.489451907E-02  3.626081646E-02  3.433823420E-02  1.059922863E-02  4.641933467E-03 
     14655 -3.387179297E-03 -1.329555384E-02  6.489635013E-02  9.378523940E-02 -2.165347848E-02 -9.080885156E-02  8.353675079E-03 
     14656 -1.902587027E-02 -9.328625168E-03  6.490001987E-02  6.491927582E-02  2.694792115E-02  7.290937352E-03  5.338688736E-02 
     14657 -4.734935509E-03 -5.540774132E-03  6.490464328E-02  9.523000337E-01 -1.532437947E-01 -7.145097092E-01  6.095499745E-01 
     14658 -1.229657804E-02 -1.888891691E-02  6.490555881E-02  3.090026618E-01 -2.323459812E-01 -3.264760405E-02 -2.007630106E-01 
     14659 -2.328730122E-02 -1.504730105E-02  6.491182254E-02  2.863731544E-01 -4.111563285E-02 -9.935869922E-02  2.650164124E-01 
     14660 -6.168436820E-03 -1.739866339E-02  6.491346286E-02  1.515797087E-01 -1.174936223E-01 -9.535083892E-02 -4.708494603E-03 
     14661 -2.306067004E-02 -1.117328029E-02  6.491487430E-02  2.257454046E-01  9.839646716E-03  1.607264707E-02  2.244717317E-01 
     14662 -1.011884547E-02 -1.919678588E-02  6.491535495E-02  2.286846825E-01 -1.291240447E-01 -2.751732994E-02 -1.861665253E-01 
     14663 -2.330129543E-02 -1.148150117E-02  6.491931461E-02  2.680409090E-01 -2.488064005E-03  2.723103205E-02  2.663494496E-01 
     14664 -6.721854052E-03 -3.643172676E-03  6.492232059E-02  5.016612889E-01 -3.383948179E-01 -1.498160059E-01  3.379695720E-01 
     14665 -8.458656713E-03 -3.580366305E-03  6.492724918E-02  1.442562082E-01 -1.326926535E-01 -5.531195138E-02  3.799579977E-03 
     14666 -1.709455953E-02 -1.751559150E-02  6.493049930E-02  2.245265690E-01  8.183367931E-03  1.393241787E-01  1.756517089E-01 
     14667 -1.606677322E-02 -1.697992024E-02  6.493465732E-02  1.758556603E-01 -1.372256368E-01  4.345871826E-02  9.024582543E-02 
     14668 -6.665384609E-03 -1.777906884E-02  6.493699954E-02  1.509256826E-01 -1.213799048E-01 -8.369499918E-02 -3.106289115E-02 
     14669 -3.697136101E-03 -8.276584065E-03  6.493796085E-02  3.660670590E-01  4.271207854E-02 -2.862240108E-01  2.238417669E-01 
     14670 -4.198713025E-03 -6.912752480E-03  6.493824314E-02  8.757048511E-01 -3.484794768E-02 -7.254961036E-01  4.884025476E-01 
     14671 -2.276608766E-02 -1.100097232E-02  6.493937229E-02  2.273075682E-01  2.840183203E-02 -7.855399521E-03  2.246398595E-01 
     14672 -7.564493539E-03 -1.835011569E-02  6.494015048E-02  1.630417761E-01 -1.263704676E-01 -6.908023068E-02 -7.597141624E-02 
     14673 -2.103658776E-02 -1.744672286E-02  6.494111179E-02  4.404228597E-01 -9.684978286E-03  5.087346436E-02  4.357784469E-01 
     14674 -3.835257951E-03 -1.458535741E-02  6.494672702E-02  9.425656548E-02 -4.001873246E-02 -8.516302271E-02  4.668496370E-03 
     14675 -2.009434033E-02 -1.113442760E-02  6.494855808E-02  5.111371837E-01 -3.800066686E-01 -2.800666641E-01  1.861946748E-01 
     14676 -2.284731211E-02 -1.605532913E-02  6.495406650E-02  2.583678053E-01 -6.626020994E-02 -6.760083729E-02  2.400444180E-01 
     14677 -3.239172613E-03 -1.234858095E-02  6.495708774E-02  1.043550668E-01 -1.266592327E-02 -1.022916934E-01  1.588535711E-02 
     14678 -1.908558173E-02 -9.708276256E-03  6.496035312E-02  1.016108517E-01  2.082282455E-03 -6.077274697E-02  7.477957279E-02 
     14679 -1.190130862E-02 -1.893986220E-02  6.496143650E-02  3.282847502E-01 -2.395814331E-01 -3.468043943E-02 -2.214326104E-01 
     14680 -1.479742883E-02 -5.426311751E-03  6.496203922E-02  6.891939073E-02  6.602106625E-02  1.838599813E-02  6.993267295E-03 
     14681 -1.980975436E-02 -1.091923384E-02  6.496585392E-02  4.718391132E-01 -2.976419218E-01 -3.483512026E-01  1.082463970E-01 
     14682 -1.190701255E-02 -4.472758982E-03  6.496634983E-02  1.713925622E-02 -1.095705290E-02 -9.024720235E-03  9.291946469E-03 
     14683 -3.261856472E-03 -9.762734877E-03  6.497015689E-02  1.274609997E-01  9.894894062E-03 -1.059075716E-01  6.994938580E-02 
     14684 -3.696811613E-03 -1.426315471E-02  6.497320865E-02  9.361872894E-02 -3.522051777E-02 -8.647430637E-02  5.590815449E-03 
     14685 -1.869565671E-02 -7.404458874E-03  6.497355198E-02  5.702140866E-02  3.804605370E-02  2.316693327E-02  3.543879283E-02 
     14686 -1.669293101E-02 -5.806451596E-03  6.497477268E-02  6.577322343E-02  6.219114969E-02  1.447757405E-03  2.121415083E-02 
     14687 -1.803858461E-02 -1.810091295E-02  6.497501682E-02  2.774069477E-01  8.212530254E-02  1.692080703E-01  2.034989330E-01 
     14688 -7.139517170E-03 -3.560469558E-03  6.497495578E-02  3.665318862E-01 -2.746411298E-01 -1.041970215E-01  2.183002687E-01 
     14689 -8.883347933E-03 -1.898323340E-02  6.498052524E-02  1.699315801E-01 -9.926773722E-02 -4.805911540E-02 -1.290411692E-01 
     14690 -1.863579457E-02 -1.840751354E-02  6.498302005E-02  2.453601101E-01  9.243669586E-02  1.305961932E-01  1.855405708E-01 
     14691 -2.246342384E-02 -1.092517237E-02  6.498376011E-02  2.549121036E-01  4.607337456E-02 -3.005584390E-02  2.480836639E-01 
     14692 -1.337194792E-02 -4.933128591E-03  6.498423313E-02  2.415302183E-02  2.282529823E-02  4.980694576E-03  5.672667788E-03 
     14693 -1.959122179E-02 -1.064304879E-02  6.498754429E-02  3.400704246E-01 -1.620009698E-01 -2.758946822E-01  1.127522730E-01 
     14694 -4.144572932E-03 -1.515846801E-02  6.498888706E-02  1.028433109E-01 -5.406778264E-02 -8.686293485E-02  9.500284671E-03 
     14695 -5.131152397E-03 -5.004002332E-03  6.498986362E-02  9.093392600E-01 -2.415998883E-01 -5.883463856E-01  6.485279860E-01 
     14696 -9.098866895E-03 -4.022825432E-03  6.498978733E-02  1.254996775E-01 -1.099383417E-01 -5.974439409E-02 -4.763130558E-03 
     14697 -4.630383711E-03 -5.914305014E-03  6.499553226E-02  9.479672413E-01 -1.261443667E-01 -7.424736810E-01  5.750248421E-01 
     14698 -2.356373517E-02 -1.311556306E-02  6.499808048E-02  4.493417716E-01 -3.840078180E-02 -1.172404405E-01  4.303743300E-01 
     14699 -2.344296948E-02 -1.189405116E-02  6.500454258E-02  3.629146058E-01 -1.794118837E-02  2.358810800E-02  3.615198260E-01 
     14700 -8.020847242E-03 -3.524121395E-03  6.500711439E-02  1.811500522E-01 -1.642952666E-01 -6.102977271E-02  4.086445527E-02 
     14701 -8.208002480E-03 -1.869364064E-02  6.500962375E-02  1.633241162E-01 -1.126015368E-01 -5.809117123E-02 -1.027639044E-01 
     14702 -3.206303987E-03 -1.187602195E-02  6.501071476E-02  1.109983804E-01 -9.023501917E-03 -1.084945835E-01  2.124504079E-02 
     14703 -1.953151223E-02 -1.847113316E-02  6.501090549E-02  2.264112864E-01  8.144023814E-02  7.849831990E-02  1.956351309E-01 
     14704 -1.394620866E-02 -1.813299074E-02  6.501147770E-02  3.133162715E-01 -2.450135235E-01  4.849348517E-02 -1.868627839E-01 
     14705 -2.347008817E-02 -1.446524498E-02  6.501529239E-02  3.387264897E-01 -2.917273914E-02 -1.349152786E-01  3.089077706E-01 
     14706 -1.488390612E-02 -1.698063740E-02  6.501640629E-02  7.216609396E-01 -6.608643005E-01  2.219731054E-01 -1.674844201E-01 
     14707 -2.318578639E-02 -1.130302960E-02  6.501809238E-02  2.421261760E-01  6.884185849E-03  1.350560669E-02  2.414725104E-01 
     14708 -5.594531802E-03 -4.481616233E-03  6.502054142E-02  8.284112580E-01 -3.295200891E-01 -4.270874836E-01  6.273320038E-01 
     14709 -6.156276042E-03 -4.021063042E-03  6.502152561E-02  6.765545022E-01 -3.755973419E-01 -2.563532560E-01  4.994188186E-01 
     14710 -1.649665339E-02 -1.708527837E-02  6.502386783E-02  1.518782547E-01 -4.418630132E-02  8.237008275E-02  1.154871531E-01 
     14711 -4.117620187E-03 -7.268944609E-03  6.502504276E-02  7.591460597E-01  4.062364399E-03 -6.205626974E-01  4.363351197E-01 
     14712 -1.770623673E-02 -6.291137040E-03  6.502546238E-02  5.348440895E-02  4.453223713E-02  1.288947495E-02  2.643279354E-02 
     14713 -2.352598874E-02 -1.408966131E-02  6.502687382E-02  3.837691300E-01 -3.233951200E-02 -1.565181266E-01  3.483289237E-01 
     14714 -2.075064376E-02 -1.120363575E-02  6.502781223E-02  3.580755435E-01 -5.518748071E-02 -1.349087847E-01  3.220956306E-01 
     14715 -1.457492135E-02 -1.724324499E-02  6.502815555E-02  7.303233912E-01 -6.090198070E-01  2.774261872E-01 -2.837309192E-01 
     14716 -2.118732744E-02 -1.108395248E-02  6.502857517E-02  3.337750814E-01  3.415723704E-02 -1.240559993E-01  3.043050425E-01 
     14717 -1.144829328E-02 -1.899644370E-02  6.503158115E-02  3.368207425E-01 -2.317916641E-01 -2.644937797E-02 -2.423159224E-01 
     14718 -1.147212464E-02 -4.408637256E-03  6.503204655E-02  2.256020487E-02 -1.781919826E-02 -1.022633674E-02  9.206572604E-03 
     14719 -2.351188008E-02 -1.223392354E-02  6.503631901E-02  4.132286896E-01 -2.819467585E-02  2.865249309E-03  4.117725962E-01 
     14720 -2.292308153E-02 -1.108132606E-02  6.504128574E-02  2.322767395E-01  2.643719404E-02 -9.140116168E-03  2.299527796E-01 
     14721 -3.584817341E-03 -8.650227004E-03  6.504118656E-02  2.453236984E-01  3.145873610E-02 -1.854553433E-01  1.571966372E-01 
     14722 -2.045411589E-02 -1.126889092E-02  6.504387974E-02  4.213606673E-01 -2.032274272E-01 -1.630019721E-01  3.220921278E-01 
     14723 -2.336769787E-02 -1.164448317E-02  6.504485630E-02  3.145377949E-01 -8.754489883E-03  2.139806109E-02  3.134614207E-01 
     14724 -1.627968293E-02 -5.775659835E-03  6.504529880E-02  7.501324709E-02  7.247803415E-02  4.030228061E-04  1.918483875E-02 
     14725 -1.823084918E-02 -6.814999904E-03  6.504650425E-02  5.651683499E-02  4.281181837E-02  1.895618363E-02  3.155427165E-02 
     14726 -1.781306733E-02 -1.351833694E-02  6.504729771E-02  1.127908604E+00 -1.015339993E+00 -3.008725766E-01 -8.395120665E-02 
     14727 -2.220748816E-02 -1.682130321E-02  6.504941868E-02  2.961276762E-01 -8.933690734E-02 -5.494180411E-02  2.766393285E-01 
     14728 -2.019174672E-02 -1.124229580E-02  6.504986881E-02  4.929500552E-01 -3.433105975E-01 -2.549555297E-01  2.313842329E-01 
     14729 -1.990176677E-02 -1.104776149E-02  6.505108952E-02  4.935444615E-01 -3.245261718E-01 -3.518074309E-01  9.404125656E-02 
     14730 -2.320080867E-02 -1.539922024E-02  6.505218815E-02  2.695384523E-01 -4.147497874E-02 -7.634700060E-02  2.546340711E-01 
     14731 -1.895056052E-02 -1.847408001E-02  6.505248569E-02  2.265310968E-01  8.651397573E-02  1.081081094E-01  1.782840675E-01 
     14732 -4.545870043E-03 -1.572585467E-02  6.505270695E-02  1.223650239E-01 -7.470561968E-02 -9.546256266E-02  1.648923216E-02 
     14733 -2.356009977E-02 -1.362691181E-02  6.505337833E-02  4.317463232E-01 -3.628263204E-02 -1.623206685E-01  3.975752327E-01 
     14734 -1.785938539E-02 -1.339774768E-02  6.505350040E-02  1.046904220E+00 -9.374075512E-01 -2.960538878E-01 -1.766321514E-01 
     14735 -1.743369757E-02 -1.764905632E-02  6.505833744E-02  2.546272689E-01  3.248685262E-02  1.612394819E-01  1.939961171E-01 
     14736 -1.795683755E-02 -1.333196036E-02  6.506003117E-02  1.039982388E+00 -9.583622674E-01 -3.635182240E-01 -2.576002633E-02 
     14737 -2.270665658E-02 -1.635196573E-02  6.506050419E-02  2.539019638E-01 -6.912655558E-02 -6.438161195E-02  2.354339606E-01 
     14738 -1.442332050E-02 -5.337874666E-03  6.506064915E-02  5.438610445E-02  5.164791647E-02  1.648614598E-02  4.167378436E-03 
     14739 -2.015351963E-02 -1.809098139E-02  6.506145023E-02  3.138506073E-01  8.809732533E-02  8.475892079E-02  2.880511760E-01 
     14740 -1.791870775E-02 -1.350126712E-02  6.506744694E-02  9.921408306E-01 -8.945673666E-01 -2.850965406E-01  2.944038650E-01 
     14741 -1.779370774E-02 -1.364340656E-02  6.506810307E-02  1.168810201E+00 -1.074480232E+00 -2.686893891E-01  8.634539714E-02 
     14742 -3.571403911E-03 -1.389711637E-02  6.507078098E-02  9.417578881E-02 -3.037154107E-02 -8.870482546E-02  8.076967248E-03 
     14743 -1.297468056E-02 -4.850186578E-03  6.507178043E-02  1.452361093E-02  1.179364946E-02 -4.822310713E-04  7.433917926E-03 
     14744 -1.105162482E-02 -4.374434679E-03  6.507197880E-02  2.737046745E-02 -2.333067075E-02 -9.847800025E-03  1.030953623E-02 
