nodenumber     x-coordinate     y-coordinate     z-coordinate       wall-shear     x-wall-shear     y-wall-shear     z-wall-shear 
      1666 -1.082047275E-03 -1.306348863E-03  1.507441688E-02  2.410101910E-01  7.660158657E-02 -5.543448919E-02  2.216471815E-01 
      1667  2.786287678E-03 -3.207755718E-03  1.508556819E-02  2.459890639E-01  1.022340251E-01 -1.333134886E-02  2.232383785E-01 
      1668  2.883473295E-03  2.230839120E-03  1.508937526E-02  2.622759036E-01  1.269952204E-01 -6.396930864E-02  2.202558985E-01 
      1669  4.299762930E-03  1.077262214E-03  1.509336639E-02  2.520917325E-01  9.580611265E-02 -7.061421304E-02  2.221079170E-01 
      1670  3.723245440E-04  2.222251521E-03  1.509473968E-02  2.653881359E-01  1.259897853E-01 -1.624070805E-02  2.329634325E-01 
      1671  4.689227327E-03 -1.533326818E-03  1.513201309E-02  2.585778771E-01  6.868763520E-02 -5.115727538E-03  2.491531503E-01 
      1672 -1.135511929E-03  6.807786550E-04  1.513833499E-02  2.235897636E-01  7.006417637E-02 -3.365542625E-02  2.095815836E-01 
      1673  2.056717732E-03  2.411629315E-03  1.514830280E-02  2.685798939E-01  1.324189942E-01 -4.210711058E-02  2.297471280E-01 
      1674  3.228013907E-03 -3.132970243E-03  1.516085983E-02  2.335548169E-01  8.675881256E-02 -5.647696771E-03  2.166752932E-01 
      1675  7.518030166E-04  2.314711919E-03  1.517594600E-02  2.730883239E-01  1.323216473E-01 -1.894906392E-02  2.380841386E-01 
      1676 -1.126477891E-03 -8.866186563E-04  1.518171573E-02  2.559233236E-01  7.887431534E-02 -5.736441130E-02  2.365787347E-01 
      1677  4.619392614E-03  4.178407093E-04  1.520013405E-02  2.648886590E-01  8.366867153E-02 -6.191331759E-02  2.434803714E-01 
      1678 -7.920772213E-04 -1.981549953E-03  1.520479465E-02  2.190362632E-01  8.328229238E-02 -4.589424896E-02  1.971737781E-01 
      1679  2.438842174E-03  2.346043460E-03  1.520567966E-02  2.695913430E-01  1.329875804E-01 -5.302695171E-02  2.283479638E-01 
      1680  4.188585003E-03 -2.576500777E-03  1.522710396E-02  2.307433861E-01  7.055314706E-02  1.039114668E-02  2.193835932E-01 
      1681 -1.156018670E-03  2.569351318E-04  1.522905994E-02  2.465798565E-01  7.603799248E-02 -4.351979526E-02  2.304369412E-01 
      1682 -2.704270909E-04  1.880123943E-03  1.523057915E-02  2.410381640E-01  1.064808546E-01 -1.834102859E-02  2.153666907E-01 
      1683  3.555552651E-03  1.878404587E-03  1.524021889E-02  2.685757760E-01  1.208635916E-01 -8.046807370E-02  2.258082608E-01 
      1684 -8.110692290E-04  1.360427206E-03  1.524774147E-02  2.165492913E-01  8.275506925E-02 -2.342588290E-02  1.986573494E-01 
      1685 -3.098558931E-04 -2.517513633E-03  1.525275684E-02  2.295183875E-01  1.059946914E-01 -4.074520481E-02  1.993309719E-01 
      1686  4.606135587E-03 -1.938271019E-03  1.526500774E-02  2.539529661E-01  7.005000928E-02  4.794108537E-03  2.439696494E-01 
      1687 -1.139794046E-03 -4.523923612E-04  1.527046085E-02  2.629797120E-01  7.987781679E-02 -5.412459272E-02  2.445960149E-01 
      1688  4.102667050E-03  1.408000298E-03  1.527224899E-02  2.617183956E-01  1.060062775E-01 -7.619418011E-02  2.266521633E-01 
      1689  1.151146228E-03  2.366523140E-03  1.527771259E-02  2.773144686E-01  1.353256070E-01 -2.501193870E-02  2.407295696E-01 
      1690  3.894958085E-04 -2.917042632E-03  1.528247334E-02  2.580921441E-01  1.407832979E-01 -2.599299792E-02  2.144599078E-01 
      1691  4.781348456E-03 -3.176374288E-04  1.529355980E-02  2.874746748E-01  8.143018455E-02 -4.589480345E-02  2.717738273E-01 
      1692  3.599123649E-03 -3.016283655E-03  1.529486252E-02  2.317266840E-01  7.814854811E-02  2.137515828E-03  2.180806840E-01 
      1693  1.655984480E-03  2.406007643E-03  1.530658318E-02  2.739980371E-01  1.339700250E-01 -3.333013565E-02  2.365896267E-01 
      1694  8.656118923E-04 -3.044808294E-03  1.534792592E-02  2.935537096E-01  1.674647067E-01 -2.286366163E-02  2.399662333E-01 
      1695 -9.167301494E-04 -1.603354649E-03  1.535268094E-02  2.328790067E-01  8.149594168E-02 -5.174409473E-02  2.118581805E-01 
      1696  4.517514920E-03  8.018171572E-04  1.535439946E-02  2.656932378E-01  9.014458508E-02 -6.920843521E-02  2.399894680E-01 
      1697  4.811607589E-03 -1.135755354E-03  1.535883786E-02  2.868406910E-01  7.586200745E-02 -1.464261140E-02  2.760753696E-01 
      1698  9.243037991E-05  2.031409837E-03  1.536877038E-02  2.619179183E-01  1.209221099E-01 -1.840231954E-02  2.315371537E-01 
      1699 -1.116335207E-03 -1.163284834E-04  1.537520672E-02  2.621453670E-01  8.133974097E-02 -4.979747919E-02  2.441504363E-01 
      1700 -9.513342236E-04  9.959028836E-04  1.538234212E-02  2.235889134E-01  8.191695246E-02 -2.963228024E-02  2.057832849E-01 
      1701  1.335977975E-03 -3.142233283E-03  1.543500783E-02  3.096412595E-01  1.696670783E-01 -2.501224146E-02  2.576350137E-01 
      1702 -5.424362679E-04 -2.237592088E-03  1.543945863E-02  2.253625014E-01  9.672004323E-02 -4.384020057E-02  1.986473705E-01 
      1703 -5.081061366E-04  1.582454637E-03  1.544551923E-02  2.397966023E-01  1.010577898E-01 -2.212440432E-02  2.162699583E-01 
      1704  4.453844282E-03 -2.326052538E-03  1.544621159E-02  2.527359954E-01  7.335956140E-02  1.163665241E-02  2.414839817E-01 
      1705  4.765784490E-03  8.654097134E-05  1.544790055E-02  2.922330651E-01  8.558566257E-02 -5.991953170E-02  2.728026365E-01 
      1706  2.485295891E-03 -3.266667044E-03  1.545554616E-02  2.759533414E-01  1.184716691E-01 -1.895620413E-02  2.483423038E-01 
      1707  3.929137178E-03 -2.854126589E-03  1.545790460E-02  2.427820570E-01  7.632343374E-02  1.157079827E-02  2.301053826E-01 
      1708 -1.835846616E-05 -2.690951475E-03  1.546502378E-02  2.391996423E-01  1.182793616E-01 -3.656629661E-02  2.044768111E-01 
      1709  3.193165931E-03  2.070989230E-03  1.547517373E-02  2.837727650E-01  1.347930134E-01 -7.674417627E-02  2.374994018E-01 
      1710 -9.820641746E-04 -1.202866015E-03  1.548150327E-02  2.525590831E-01  8.447243588E-02 -5.554436927E-02  2.314006173E-01 
      1711  4.576298216E-04  2.151148183E-03  1.548392655E-02  2.756613061E-01  1.300700075E-01 -1.862803778E-02  2.422787780E-01 
      1712  2.918241639E-03 -3.241011297E-03  1.548867108E-02  2.585375649E-01  9.899518531E-02 -1.221087015E-02  2.384119289E-01 
      1713  3.847536747E-03  1.667418440E-03  1.549280240E-02  2.796852807E-01  1.202873939E-01 -8.113153083E-02  2.389601443E-01 
      1714 -1.014631320E-03  5.984030650E-04  1.549363401E-02  2.439752513E-01  8.476716050E-02 -3.775012173E-02  2.255570714E-01 
      1715  2.781369818E-03  2.226047145E-03  1.549522950E-02  2.839434099E-01  1.369258152E-01 -6.787116281E-02  2.391811982E-01 
      1716  2.085136036E-03  2.358631723E-03  1.551058080E-02  2.796736642E-01  1.369822647E-01 -4.630730750E-02  2.393093978E-01 
      1717  4.777175668E-03 -1.608335198E-03  1.551787475E-02  2.887109823E-01  7.630850711E-02  9.213193912E-04  2.783525215E-01 
      1718  4.867697470E-03 -6.418195672E-04  1.551868322E-02  3.057802622E-01  8.420124846E-02 -3.672795383E-02  2.915631869E-01 
      1719  4.349956719E-03  1.147941763E-03  1.554290655E-02  2.746823396E-01  1.001390290E-01 -7.671513936E-02  2.438692273E-01 
      1720  1.904891820E-03 -3.234067594E-03  1.556050851E-02  3.031469790E-01  1.496861929E-01 -2.537964804E-02  2.621254877E-01 
      1721  3.303125062E-03 -3.162120254E-03  1.556260087E-02  2.539685749E-01  8.834487976E-02 -3.998753690E-03  2.380049936E-01 
      1722  8.374889295E-04  2.243119346E-03  1.558622625E-02  2.817610589E-01  1.343692550E-01 -2.149381369E-02  2.466752559E-01 
      1723 -1.033956219E-03  1.295980873E-04  1.559237459E-02  2.631228454E-01  8.653869399E-02 -4.499771169E-02  2.443475385E-01 
      1724 -1.010875631E-03 -7.609436873E-04  1.559377363E-02  2.688960097E-01  8.861215671E-02 -5.556569560E-02  2.476750282E-01 
      1725 -7.163791997E-04 -1.894625992E-03  1.561143854E-02  2.301348593E-01  9.163253759E-02 -4.704909843E-02  2.056365891E-01 
      1726 -6.948420139E-04  1.260220945E-03  1.561886194E-02  2.398767021E-01  9.659199760E-02 -2.614454045E-02  2.179174818E-01 
      1727  4.699897513E-03  4.958260593E-04  1.562188986E-02  2.942064984E-01  9.033733512E-02 -7.142679480E-02  2.706089692E-01 
      1728 -1.719212465E-04  1.775679434E-03  1.562409284E-02  2.615167496E-01  1.160753068E-01 -2.086146934E-02  2.333524587E-01 
      1729  4.241116725E-03 -2.637710458E-03  1.563666895E-02  2.602048049E-01  7.923484901E-02  1.598602595E-02  2.472431562E-01 
      1730 -2.730967532E-04 -2.451089260E-03  1.566612890E-02  2.347951165E-01  1.099898351E-01 -4.118559399E-02  2.031730353E-01 
      1731  4.681851609E-03 -2.019383050E-03  1.567074278E-02  2.838931906E-01  7.840337835E-02  1.080568117E-02  2.725342572E-01 
      1732  2.654285259E-04 -2.810062542E-03  1.567506674E-02  2.588456083E-01  1.410097654E-01 -2.875388299E-02  2.148398466E-01 
      1733 -1.009814668E-03 -3.081072119E-04  1.568506792E-02  2.737070984E-01  8.989621067E-02 -5.078083847E-02  2.534488140E-01 
      1734  1.275968255E-03  2.309404483E-03  1.569620588E-02  2.850132406E-01  1.366425380E-01 -2.745832714E-02  2.485626550E-01 
      1735  6.288225949E-04 -2.938587328E-03  1.570528868E-02  2.964752311E-01  1.703345732E-01 -2.470290151E-02  2.413554281E-01 
      1736  3.647343570E-03 -3.053489592E-03  1.570588663E-02  2.613306211E-01  8.476244401E-02  8.276457926E-03  2.469701204E-01 
      1737  3.563191345E-03  1.869618266E-03  1.571151522E-02  2.967280237E-01  1.338362746E-01 -8.306294703E-02  2.513619684E-01 
      1738  2.475335716E-03  2.276618827E-03  1.571606711E-02  2.905377929E-01  1.413361369E-01 -5.973861676E-02  2.465977056E-01 
      1739  4.893152469E-03 -2.528219045E-04  1.572036436E-02  3.188321835E-01  9.024871095E-02 -5.288014249E-02  3.010332345E-01 
      1740  4.123909669E-03  1.450723836E-03  1.572477129E-02  2.869489325E-01  1.144917028E-01 -7.962694789E-02  2.506039768E-01 
      1741  4.923577066E-03 -9.864320031E-04  1.573520258E-02  3.226544026E-01  8.834675312E-02 -2.475176147E-02  3.091500548E-01 
      1742 -8.223574552E-04 -1.505241466E-03  1.574909190E-02  2.470309711E-01  9.057078579E-02 -5.162625941E-02  2.238728297E-01 
      1743  1.798160907E-04  1.940661999E-03  1.575641135E-02  2.764188738E-01  1.260883405E-01 -1.889162041E-02  2.451899466E-01 
      1744 -8.064018871E-04  8.810515822E-04  1.576068572E-02  2.527009227E-01  9.589982230E-02 -3.281622651E-02  2.313854837E-01 
      1745  4.897979492E-03 -1.341548030E-03  1.576746539E-02  3.199659369E-01  8.662065991E-02 -8.192219872E-03  3.077747339E-01 
      1746  3.075613168E-03 -3.243407880E-03  1.576911810E-02  2.690312981E-01  9.632440494E-02 -6.428724677E-03  2.510222176E-01 
      1747  4.562725761E-03  8.909822530E-04  1.578778533E-02  2.970814797E-01  9.844516799E-02 -7.838700595E-02  2.689280223E-01 
      1748  1.022175122E-03 -3.044415857E-03  1.579687384E-02  3.293525222E-01  1.875918609E-01 -2.882719338E-02  2.690851660E-01 
      1749  1.711204491E-03  2.330207935E-03  1.580131987E-02  2.871379594E-01  1.384775299E-01 -3.793542181E-02  2.485720004E-01 
      1750 -3.913438506E-04  1.484056424E-03  1.583035544E-02  2.593514583E-01  1.103882995E-01 -2.343107724E-02  2.334504190E-01 
      1751 -4.748383390E-04 -2.153598888E-03  1.584001426E-02  2.368964059E-01  1.047687409E-01 -4.422730001E-02  2.076837451E-01 
      1752  4.507821297E-03 -2.399442071E-03  1.584939650E-02  2.839342140E-01  8.099050842E-02  1.974404179E-02  2.712814307E-01 
      1753  2.726515184E-03 -3.289449371E-03  1.585004023E-02  2.839440238E-01  1.111821828E-01 -1.177006877E-02  2.608312091E-01 
      1754  3.971206377E-03 -2.886209863E-03  1.585518817E-02  2.783752989E-01  8.598321700E-02  1.806832528E-02  2.641120742E-01 
      1755 -8.777523458E-04  5.087894443E-04  1.586697940E-02  2.647928883E-01  9.347268878E-02 -3.850181121E-02  2.446851229E-01 
      1756 -8.753474174E-04 -1.079845599E-03  1.587278155E-02  2.681852538E-01  9.344041796E-02 -5.414220234E-02  2.454301866E-01 
      1757  3.337318981E-05 -2.639398700E-03  1.587421683E-02  2.485211605E-01  1.295944651E-01 -3.335940216E-02  2.091841095E-01 
      1758  4.858900778E-03  1.800577577E-04  1.587712268E-02  3.222251280E-01  9.706559741E-02 -6.852351077E-02  2.993646234E-01 
      1759  5.370557563E-04  2.064509490E-03  1.590163593E-02  2.845478646E-01  1.318170228E-01 -1.898071561E-02  2.514117248E-01 
      1760  4.847630731E-03 -1.751918399E-03  1.592751388E-02  3.210042613E-01  8.700205811E-02  4.622371900E-03  3.088027091E-01 
      1761  3.300425448E-03  1.995173072E-03  1.592821006E-02  3.113241860E-01  1.461358691E-01 -8.317803750E-02  2.618614550E-01 
      1762  1.443060228E-03 -3.144138486E-03  1.594120197E-02  3.401909197E-01  1.812159563E-01 -3.291740841E-02  2.858057665E-01 
      1763  2.900893349E-03  2.138734919E-03  1.594488887E-02  3.097075209E-01  1.520807075E-01 -7.441422120E-02  2.592496760E-01 
      1764  3.334871689E-03 -3.198738727E-03  1.595116882E-02  2.787919885E-01  9.389870387E-02  3.656876602E-03  2.623881496E-01 
      1765  3.849380914E-03  1.689736447E-03  1.595592670E-02  3.073747653E-01  1.329179589E-01 -8.336303055E-02  2.641941648E-01 
      1766  2.104409318E-03  2.291516413E-03  1.596210079E-02  2.964944234E-01  1.445013229E-01 -5.000176325E-02  2.539479891E-01 
      1767 -8.986589143E-04  8.030953640E-05  1.597156696E-02  2.768382909E-01  9.437872316E-02 -4.521014780E-02  2.562515377E-01 
      1768  2.312389007E-03 -3.288235821E-03  1.598158054E-02  3.104136743E-01  1.342809308E-01 -2.207843197E-02  2.788053949E-01 
      1769  4.344143597E-03  1.250533879E-03  1.598478870E-02  3.031828903E-01  1.113875625E-01 -8.360087444E-02  2.691114638E-01 
      1770 -8.803866924E-04 -6.472287485E-04  1.598960285E-02  2.838074565E-01  9.735738804E-02 -5.270301004E-02  2.612963906E-01 
      1771 -5.627433329E-04  1.149896080E-03  1.599832229E-02  2.627642042E-01  1.056824007E-01 -2.776059596E-02  2.388898754E-01 
      1772  3.553682138E-04 -2.788763417E-03  1.600004081E-02  2.835735605E-01  1.606694122E-01 -2.699678913E-02  2.319833939E-01 
      1773 -6.318572464E-04 -1.785321320E-03  1.600218849E-02  2.477130413E-01  1.025021758E-01 -4.817334951E-02  2.201681673E-01 
      1774  5.010117769E-03 -6.963949534E-04  1.601154976E-02  3.412645666E-01  9.646937362E-02 -3.795737925E-02  3.248938849E-01 
      1775  9.156151253E-04  2.168500765E-03  1.601168327E-02  2.886945636E-01  1.348265916E-01 -2.323292996E-02  2.541612514E-01 
      1776  4.998457757E-03 -1.116585422E-03  1.601258645E-02  3.435546946E-01  9.492103130E-02 -2.031532543E-02  3.293847256E-01 
      1777 -6.550177498E-05  1.670077761E-03  1.602520256E-02  2.764367384E-01  1.219419299E-01 -2.115259396E-02  2.471089710E-01 
      1778  4.758148896E-03  5.932838603E-04  1.603024750E-02  3.253315467E-01  1.035559543E-01 -7.939162648E-02  2.978518555E-01 
      1779  4.280244554E-03 -2.687996515E-03  1.605569916E-02  2.993211773E-01  8.774098764E-02  2.401401471E-02  2.851000711E-01 
      1780 -1.986805891E-04 -2.382860058E-03  1.606149368E-02  2.490465440E-01  1.210161513E-01 -3.994161058E-02  2.138191712E-01 
      1781 -8.690238412E-04 -2.783173157E-04  1.607498627E-02  2.861288585E-01  9.842730201E-02 -4.912282958E-02  2.641018610E-01 
      1782  4.739793526E-03 -2.123408657E-03  1.607522850E-02  3.165415472E-01  8.850939137E-02  1.738102126E-02  3.032464934E-01 
      1783  3.058146145E-03 -3.273399032E-03  1.611651306E-02  2.951898556E-01  1.040590141E-01 -2.305677771E-03  2.760897607E-01 
      1784  1.336360756E-03  2.232342349E-03  1.611961441E-02  2.941147993E-01  1.384979436E-01 -3.149776995E-02  2.575038013E-01 
      1785  7.371283524E-04 -2.921537300E-03  1.612036019E-02  3.315951636E-01  1.916955727E-01 -3.028010712E-02  2.687745968E-01 
      1786  3.690798458E-03 -3.078109887E-03  1.612653618E-02  2.997357858E-01  9.547840543E-02  1.479630178E-02  2.836891657E-01 
      1787  4.140581804E-03  1.479756187E-03  1.613089066E-02  3.099153618E-01  1.236727188E-01 -8.493053553E-02  2.709971119E-01 
      1788 -6.827188458E-04  7.714353570E-04  1.613423806E-02  2.712884469E-01  1.032642374E-01 -3.257920732E-02  2.486698145E-01 
      1789  1.872668355E-03 -3.237910424E-03  1.614118271E-02  3.357039249E-01  1.600618229E-01 -3.146553679E-02  2.932024447E-01 
      1790 -7.190902575E-04 -1.384160823E-03  1.614136010E-02  2.663307451E-01  1.032784674E-01 -5.061954561E-02  2.400866798E-01 
      1791  5.001928090E-03 -1.517480535E-04  1.615126877E-02  3.474213361E-01  1.051786553E-01 -6.109279197E-02  3.252593247E-01 
      1792  3.547503878E-03  1.857915847E-03  1.616151314E-02  3.267248910E-01  1.490829401E-01 -8.926878445E-02  2.765310650E-01 
      1793  2.802356019E-04  1.843693702E-03  1.618447571E-02  2.880103427E-01  1.305426109E-01 -2.060732922E-02  2.558291530E-01 
      1794  5.004005193E-03 -1.432687112E-03  1.619401627E-02  3.525374450E-01  9.755354144E-02 -1.196122041E-02  3.383317755E-01 
      1795  2.475073694E-03  2.211274729E-03  1.619897156E-02  3.140069393E-01  1.555830608E-01 -6.422294507E-02  2.649820066E-01 
      1796  4.594745854E-03  9.682914479E-04  1.620661050E-02  3.295077266E-01  1.145924300E-01 -8.393038858E-02  2.970126135E-01 
      1797 -7.526440382E-04  3.842335526E-04  1.622211724E-02  2.809410033E-01  1.035098972E-01 -3.929794148E-02  2.581605576E-01 
      1798 -2.799490823E-04  1.362445658E-03  1.622464448E-02  2.759834891E-01  1.165308933E-01 -2.471439078E-02  2.488803886E-01 
      1799 -3.989632021E-04 -2.061877349E-03  1.623508530E-02  2.539840706E-01  1.147054985E-01 -4.488868757E-02  2.219245785E-01 
      1800  1.746295535E-03  2.252390015E-03  1.624301606E-02  3.005373007E-01  1.437510288E-01 -4.323054977E-02  2.602604634E-01 
      1801  1.117235475E-03 -3.034680272E-03  1.624693566E-02  3.589727016E-01  2.000179088E-01 -3.660663045E-02  2.956595811E-01 
      1802 -7.605576280E-04 -9.544112540E-04  1.624736482E-02  2.846555473E-01  1.032049397E-01 -5.189809105E-02  2.600867476E-01 
      1803  9.901636564E-05 -2.574903372E-03  1.624831277E-02  2.752408612E-01  1.491700683E-01 -3.281139548E-02  2.287347851E-01 
      1804  4.553892829E-03 -2.451579926E-03  1.626542359E-02  3.294364180E-01  9.276872228E-02  2.795817210E-02  3.147543749E-01 
      1805  4.007990551E-03 -2.919227977E-03  1.627347070E-02  3.204469760E-01  9.736314893E-02  2.275564923E-02  3.044105711E-01 
      1806  4.939881083E-03  2.728907298E-04  1.627685052E-02  3.481021014E-01  1.094745593E-01 -7.490711626E-02  3.216732516E-01 
      1807  3.192937526E-03  2.004006719E-03  1.630766755E-02  3.361917686E-01  1.625876643E-01 -8.669909287E-02  2.810729102E-01 
      1808  6.438222833E-04  1.986114239E-03  1.631352502E-02  2.935996073E-01  1.343614717E-01 -2.211205199E-02  2.600461125E-01 
      1809 -7.697329887E-04 -6.774415584E-06  1.631519777E-02  2.900863708E-01  1.042599361E-01 -4.396804648E-02  2.670834692E-01 
      1810  4.931557890E-03 -1.834717718E-03  1.632089120E-02  3.529856838E-01  9.949746238E-02  6.723864252E-03  3.384116693E-01 
      1811  2.110421281E-03  2.227359401E-03  1.636281854E-02  3.130759794E-01  1.532410299E-01 -5.510679779E-02  2.673000696E-01 
      1812 -4.488349770E-04  1.027575303E-03  1.636521036E-02  2.782568338E-01  1.128679476E-01 -2.825540826E-02  2.526997377E-01 
      1813 -7.540274621E-04 -4.549872197E-04  1.637448198E-02  2.962194092E-01  1.048917754E-01 -4.876127334E-02  2.726610750E-01 
      1814  3.364959877E-03 -3.222946797E-03  1.637961275E-02  3.169664830E-01  1.044904134E-01  7.497624332E-03  2.991026317E-01 
      1815 -5.255515229E-04 -1.672204812E-03  1.638821108E-02  2.728248199E-01  1.163285207E-01 -4.919451593E-02  2.417516844E-01 
      1816  2.206014023E-03 -3.292637505E-03  1.639280588E-02  3.385417811E-01  1.458166443E-01 -2.558089565E-02  3.043185199E-01 
      1817  2.631765729E-03 -3.322418132E-03  1.640274126E-02  3.251046435E-01  1.266934964E-01 -1.631506836E-02  2.987677796E-01 
      1818  4.314260092E-04 -2.727651487E-03  1.640974313E-02  3.232574933E-01  1.851488695E-01 -3.112826941E-02  2.629888986E-01 
      1819  1.483334612E-03 -3.135561615E-03  1.642485506E-02  3.621846988E-01  1.854644936E-01 -4.020654241E-02  3.082237733E-01 
      1820  5.129056220E-03 -1.015084673E-03  1.642669565E-02  3.730079763E-01  1.103282558E-01 -3.189537916E-02  3.545879867E-01 
      1821  1.016097236E-03  2.093563418E-03  1.642734796E-02  2.953640365E-01  1.352693663E-01 -2.697823372E-02  2.611321188E-01 
      1822  4.818850269E-03  6.604430989E-04  1.643127901E-02  3.503900854E-01  1.179499005E-01 -8.241830212E-02  3.193353504E-01 
      1823  5.129445779E-03 -4.982852680E-04  1.643482298E-02  3.715866737E-01  1.130316271E-01 -5.306143239E-02  3.497681276E-01 
      1824  3.933442779E-03  1.643598635E-03  1.644442827E-02  3.359962816E-01  1.449714781E-01 -8.680930894E-02  2.900652606E-01 
      1825 -1.350649659E-04 -2.294840206E-03  1.644501383E-02  2.718722565E-01  1.380757578E-01 -3.850308358E-02  2.307254634E-01 
      1826  4.328048912E-03  1.338872973E-03  1.644661409E-02  3.309603823E-01  1.295019107E-01 -8.429469965E-02  2.922801387E-01 
      1827  2.817270890E-03  2.103585582E-03  1.645527155E-02  3.367247820E-01  1.686341179E-01 -7.838038080E-02  2.806435465E-01 
      1828  4.687307253E-05  1.553235843E-03  1.645626337E-02  2.920030057E-01  1.288954827E-01 -2.398534119E-02  2.608403284E-01 
      1829  4.311732020E-03 -2.731246124E-03  1.647536737E-02  3.518204131E-01  1.016308075E-01  3.348962006E-02  3.350685164E-01 
      1830  4.807144393E-03 -2.187533244E-03  1.648190386E-02  3.605209601E-01  1.009037128E-01  2.156274857E-02  3.452558643E-01 
      1831 -5.608114867E-04  6.445936271E-04  1.648368914E-02  2.898662215E-01  1.128817144E-01 -3.359600014E-02  2.648035301E-01 
      1832 -6.114967160E-04 -1.252101838E-03  1.649688608E-02  2.893877514E-01  1.158315248E-01 -5.095293548E-02  2.601681743E-01 
      1833  3.718704400E-03 -3.106181292E-03  1.652306444E-02  3.383392058E-01  1.059161985E-01  1.732583945E-02  3.207997640E-01 
      1834  8.177628310E-04 -2.882969516E-03  1.652774126E-02  3.666206977E-01  2.078177346E-01 -3.911533199E-02  2.992398773E-01 
      1835  1.410947509E-03  2.157689912E-03  1.653341563E-02  3.031586655E-01  1.408618364E-01 -3.609701556E-02  2.659373696E-01 
      1836  5.104024176E-03 -5.073705184E-05  1.655518038E-02  3.696458082E-01  1.174307677E-01 -6.893375262E-02  3.434759784E-01 
      1837 -6.261678635E-04  2.513710678E-04  1.657299693E-02  2.980080989E-01  1.116522710E-01 -3.950874696E-02  2.734252401E-01 
      1838  5.120853190E-03 -1.463890264E-03  1.658336909E-02  3.864078764E-01  1.175739620E-01 -1.413062900E-02  3.676244337E-01 
      1839  4.640430671E-03  1.023064900E-03  1.660433467E-02  3.459574146E-01  1.296560026E-01 -8.115869990E-02  3.100942935E-01 
      1840  2.451538202E-03  2.151567561E-03  1.660806353E-02  3.327080574E-01  1.666198222E-01 -6.943262447E-02  2.794084207E-01 
      1841  3.760321998E-04  1.726222960E-03  1.661260687E-02  3.031457639E-01  1.352330416E-01 -2.239565026E-02  2.702542793E-01 
      1842 -6.400696939E-04 -7.953750273E-04  1.661277659E-02  3.024919829E-01  1.146790874E-01 -4.971678505E-02  2.753806997E-01 
      1843 -1.681722482E-04  1.240809976E-03  1.661713488E-02  2.919489717E-01  1.252931382E-01 -2.679216556E-02  2.622376837E-01 
      1844  1.868881672E-03 -3.233345901E-03  1.662356837E-02  3.583086477E-01  1.653019276E-01 -3.506034939E-02  3.157665947E-01 
      1845 -3.048363473E-04 -1.947844955E-03  1.662369807E-02  2.833522972E-01  1.336679678E-01 -4.450391373E-02  2.456068255E-01 
      1846  3.504768776E-03  1.855359762E-03  1.663026126E-02  3.565722532E-01  1.708529627E-01 -8.925039096E-02  2.998282716E-01 
      1847 -6.499884437E-04 -1.442434409E-04  1.663273700E-02  3.032050452E-01  1.115047668E-01 -4.448314075E-02  2.783856726E-01 
      1848  3.012022161E-03 -3.314130940E-03  1.663379367E-02  3.390891897E-01  1.174000022E-01 -3.832006208E-03  3.179807050E-01 
      1849  1.779539789E-03  2.172007664E-03  1.663476260E-02  3.164895664E-01  1.514535188E-01 -4.793040880E-02  2.736760839E-01 
      1850  1.766970391E-04 -2.490599512E-03  1.663860209E-02  3.165532427E-01  1.757301400E-01 -3.541993437E-02  2.607292008E-01 
      1851  4.596788148E-03 -2.499644637E-03  1.668090137E-02  3.872066934E-01  1.127211406E-01  3.138310030E-02  3.689115064E-01 
      1852  5.014307260E-03  3.583297304E-04  1.668180354E-02  3.688175013E-01  1.263448434E-01 -7.893261269E-02  3.371376594E-01 
      1853  1.185159501E-03 -3.010679626E-03  1.669456180E-02  3.817429512E-01  2.039606409E-01 -4.832262549E-02  3.187739237E-01 
      1854 -6.236591635E-04 -4.627112370E-04  1.670735820E-02  3.084450344E-01  1.156079680E-01 -4.709515634E-02  2.820051150E-01 
      1855  4.026930047E-03 -2.958109758E-03  1.671339877E-02  3.734156791E-01  1.118559243E-01  3.206219541E-02  3.547708565E-01 
      1856 -3.412754102E-04  8.960469195E-04  1.671665462E-02  2.979298384E-01  1.225258354E-01 -3.061747647E-02  2.697650003E-01 
      1857  2.121063572E-03  2.157588346E-03  1.673029407E-02  3.302713426E-01  1.624082423E-01 -6.001506486E-02  2.811519550E-01 
      1858  5.033312560E-03 -1.880467147E-03  1.673432048E-02  3.922025027E-01  1.166796250E-01  9.373633388E-04  3.740327853E-01 
      1859  7.350036851E-04  1.892055482E-03  1.673917278E-02  2.993360789E-01  1.320298321E-01 -2.285718615E-02  2.676192730E-01 
      1860 -4.116685586E-04 -1.565282538E-03  1.676617321E-02  3.030691372E-01  1.333054969E-01 -5.080364866E-02  2.672582312E-01 
      1861  2.287669052E-03 -3.313035884E-03  1.677057155E-02  3.565788582E-01  1.505188296E-01 -2.879531485E-02  3.218090704E-01 
      1862  3.124197631E-03  1.975969647E-03  1.678032192E-02  3.627332859E-01  1.818728832E-01 -8.534444746E-02  3.018963350E-01 
      1863  5.234651337E-03 -1.204625783E-03  1.679588207E-02  3.977074518E-01  1.264523025E-01 -3.488410171E-02  3.751945473E-01 
      1864  3.392767352E-03 -3.246895706E-03  1.679832729E-02  3.608388885E-01  1.178163247E-01  1.058139580E-02  3.408266949E-01 
      1865  5.048371197E-04 -2.658416636E-03  1.681444820E-02  3.621215715E-01  2.016880805E-01 -4.482257556E-02  2.969975788E-01 
